,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10,35,No,Travel_Rarely,809,Research & Development,-0.555227988509723,3,Medical,1,14,1,Male,84,4,1,Laboratory Technician,2,Married,-2.7437464090770787,16479,-2.505117278969571,Y,No,-1.381389259093061,3,3,80,1,-1.4396033284659837,-0.15382635213468032,3,-2.1012672399894106,-1.1426723700634178,-7.396026717919092,-1.2615279740205976
11,29,No,Travel_Rarely,153,Research & Development,-0.6151925143310188,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,-1.9156141658349273,12682,-2.505117278969571,Y,Yes,-1.6659731494614012,3,4,80,0,-1.1187656458199815,-0.49085697927997995,3,-1.509442698361367,-1.0030072306262174,-7.396026717919092,-0.6260122318518045
12,31,No,Travel_Rarely,670,Research & Development,-0.10189154593271756,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,-2.4645187140825375,15170,-1.706710772284081,Y,No,-0.6989947210579887,3,4,80,1,-1.5390174858187393,-0.896207883299613,2,-2.1012672399894106,-1.5011592717390545,-1.7913204273135457,-1.2615279740205976
13,34,No,Travel_Rarely,1346,Research & Development,-0.39501806694940095,2,Medical,1,18,2,Male,93,3,1,Laboratory Technician,4,Divorced,-2.601938410032268,8758,-2.505117278969571,Y,No,-2.078053630500555,3,3,80,1,-1.7737433101060027,-0.6811435281874978,3,-2.8367967457716725,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
14,28,Yes,Travel_Rarely,103,Research & Development,-0.17667468994192637,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,Single,-3.0181035250372044,12947,-0.520365761435567,Y,Yes,-1.1621487245586226,3,2,80,0,-1.4396033284659837,-0.3165647703009739,3,-2.3058198217676353,-1.5011592717390545,-7.396026717919092,-1.2615279740205976
15,29,No,Travel_Rarely,1389,Research & Development,-0.301501087135828,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,-0.7466855771227123,10195,-1.706710772284081,Y,No,-2.078053630500555,3,3,80,1,-1.1187656458199815,-0.896207883299613,3,-1.3985100351935054,-0.5824561652915413,-0.6973101853173806,-0.6260122318518045
16,32,No,Travel_Rarely,334,Research & Development,-1.58472488351766,2,Life Sciences,1,21,1,Male,80,4,1,Research Scientist,2,Divorced,-2.274604692709502,15053,-2.505117278969571,Y,Yes,-1.6659731494614012,3,4,80,2,-1.3492148286334933,-0.15382635213468032,2,-1.9245244346273156,-1.5011592717390545,-7.396026717919092,-0.9579128130454208
17,22,No,Non-Travel,1123,Research & Development,-0.555227988509723,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,-2.4519795865061833,7324,-1.706710772284081,Y,Yes,-1.381389259093061,3,2,80,2,-2.081668746795951,-0.6811435281874978,2,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
18,53,No,Travel_Rarely,1219,Sales,-2.2321870268515034,4,Life Sciences,1,23,1,Female,78,2,4,Manager,4,Married,-0.2580920595569153,22021,-1.2578698514049882,Y,No,-0.8311122613508027,3,3,80,0,-0.22606360950457877,-0.49085697927997995,3,-0.4452919019609172,-0.6725281492553229,-2.333432968410941,-0.7251836469477903
19,38,No,Travel_Rarely,371,Research & Development,-2.2321870268515034,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,-2.006150927449797,4306,-0.520365761435567,Y,Yes,-2.078053630500555,3,3,80,0,-1.4396033284659837,-0.49085697927997995,3,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
20,24,No,Non-Travel,673,Research & Development,-0.9006746069620039,2,Other,1,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,-1.9811627475178764,8232,-2.505117278969571,Y,No,-0.5819182796238335,3,4,80,1,-1.5390174858187393,-0.15382635213468032,2,-2.3058198217676353,-1.5011592717390545,-4.523082820471526,-1.2615279740205976
21,36,Yes,Travel_Rarely,1218,Sales,-1.0818179820670435,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,-2.2254319775650826,6986,-0.22495137803873436,Y,No,-0.13676606833775615,4,2,80,0,-1.1187656458199815,-0.3165647703009739,3,-2.1012672399894106,-1.3054456718042096,-7.396026717919092,-1.2615279740205976
22,34,No,Travel_Rarely,419,Research & Development,-1.3028078265617211,4,Life Sciences,1,28,1,Female,53,3,3,Research Director,2,Single,-0.5319106144023572,21293,-2.505117278969571,Y,No,-2.078053630500555,3,3,80,0,-0.9316411095155479,-0.3165647703009739,3,-1.2054308138908534,-0.8804903251454862,-3.148094393277722,-0.37476424074370585
23,21,No,Travel_Rarely,391,Research & Development,-0.6151925143310188,2,Life Sciences,1,30,3,Male,96,3,1,Research Scientist,4,Single,-3.7565174806234705,19281,-1.706710772284081,Y,No,-1.1621487245586226,3,4,80,0,-2.2809787760470446,-1.1102230246251565e-16,3,-3.6605828468675186,-2.0852719998620386,-7.396026717919092,-2.049313006197339
24,34,Yes,Travel_Rarely,699,Research & Development,-1.4342261796626594,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,-2.4390323254845283,17102,-1.2578698514049882,Y,No,-2.078053630500555,3,3,80,0,-1.2663434762031252,-0.6811435281874978,3,-2.3058198217676353,-1.5011592717390545,-4.523082820471526,-1.2615279740205976
25,53,No,Travel_Rarely,1282,Research & Development,-1.58472488351766,3,Other,1,32,3,Female,58,3,5,Manager,3,Divorced,-0.044271732748207275,10735,-0.7107905014619298,Y,No,-2.078053630500555,3,4,80,1,-0.3777500511306095,-0.49085697927997995,2,-1.0422142176123612,-0.28408833147583756,-1.7913204273135457,-0.6260122318518045
26,32,Yes,Travel_Frequently,1125,Research & Development,-0.555227988509723,1,Life Sciences,1,33,2,Female,72,1,1,Research Scientist,1,Single,-2.0155983648790965,4681,-1.706710772284081,Y,Yes,-0.2121863285699773,4,2,80,0,-1.1187656458199815,-0.15382635213468032,3,-1.3985100351935054,-1.5011592717390545,-1.1104510353589228,-0.7251836469477903
27,42,No,Travel_Rarely,691,Sales,-1.1863189496336963,4,Marketing,1,35,3,Male,48,3,2,Sales Executive,2,Married,-1.2293251820589466,21173,-2.505117278969571,Y,No,-2.078053630500555,3,4,80,1,-1.1187656458199815,-0.6811435281874978,3,-1.509442698361367,-0.771227074961725,-1.7913204273135457,-1.4582263193645346
28,44,No,Travel_Rarely,477,Research & Development,-1.3028078265617211,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,-0.7149561168228876,2094,-0.9472900231189948,Y,No,-1.1621487245586226,3,4,80,1,-0.44547131344703267,-0.3165647703009739,3,-0.5732975976008746,-0.8804903251454862,-1.4030502559694047,0.0
29,46,No,Travel_Rarely,705,Sales,-2.2321870268515034,4,Marketing,1,38,2,Female,83,3,5,Manager,1,Single,-0.05173464403179911,22822,-0.9472900231189948,Y,No,-1.6659731494614012,3,4,80,0,-0.5180899933983641,-0.6811435281874978,2,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.7068831843620031
30,33,No,Travel_Rarely,924,Research & Development,-2.2321870268515034,3,Medical,1,39,3,Male,78,3,1,Laboratory Technician,4,Single,-2.7001056668777226,6670,-0.7107905014619298,Y,No,-2.078053630500555,3,4,80,0,-1.3492148286334933,-0.49085697927997995,3,-3.1964293344001136,-1.747899293714342,-7.396026717919092,-2.049313006197339
31,44,No,Travel_Rarely,1459,Research & Development,-0.9871463889803048,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,-1.302191866475724,19121,-1.2578698514049882,Y,Yes,-1.381389259093061,3,4,80,0,-1.1898303263181125,-0.15382635213468032,4,-2.3058198217676353,-1.5011592717390545,-4.523082820471526,-1.2615279740205976
32,30,No,Travel_Rarely,125,Research & Development,-1.0818179820670435,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,-2.8894938786236475,16117,-1.706710772284081,Y,No,-1.381389259093061,3,1,80,0,-1.1187656458199815,-0.15382635213468032,3,-1.3985100351935054,-2.0852719998620386,-4.523082820471526,-0.6260122318518045
33,39,Yes,Travel_Rarely,895,Sales,-1.58472488351766,3,Technical Degree,1,42,4,Male,56,3,2,Sales Representative,4,Married,-2.9750561946253606,3335,-0.9472900231189948,Y,No,-1.1621487245586226,3,3,80,1,-0.6379316808353647,-1.1102230246251565e-16,4,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
34,24,Yes,Travel_Rarely,813,Research & Development,-2.574707937058622,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married,-2.830223499385088,3020,-1.2578698514049882,Y,Yes,-0.8311122613508027,3,1,80,1,-1.4396033284659837,-0.6811435281874978,2,-2.8367967457716725,-2.0852719998620386,-3.148094393277722,-2.049313006197339
35,43,No,Travel_Rarely,1273,Research & Development,-2.2321870268515034,2,Medical,1,46,4,Female,72,4,1,Research Scientist,3,Divorced,-2.611182526340159,21923,-1.706710772284081,Y,No,-1.6659731494614012,3,4,80,2,-1.4396033284659837,-0.49085697927997995,2,-2.1012672399894106,-1.3054456718042096,-4.523082820471526,-1.0981030977662376
36,50,Yes,Travel_Rarely,869,Sales,-1.9708758301539278,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,-2.5893203279872194,3810,-1.706710772284081,Y,Yes,-1.1621487245586226,3,3,80,0,-1.7737433101060027,-0.6811435281874978,3,-2.546721790666969,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
37,35,No,Travel_Rarely,890,Sales,-2.2321870268515034,3,Marketing,1,49,4,Female,97,3,1,Sales Representative,4,Married,-3.0286677597904226,9687,-1.706710772284081,Y,No,-1.381389259093061,3,1,80,0,-1.9158103359449046,-0.49085697927997995,3,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
38,36,No,Travel_Rarely,852,Research & Development,-1.58472488351766,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,-2.2201237086326926,13072,0.0,Y,Yes,-1.1621487245586226,3,4,80,1,-1.4396033284659837,-0.49085697927997995,4,-3.1964293344001136,-1.747899293714342,-7.396026717919092,-2.049313006197339
39,33,No,Travel_Frequently,1141,Sales,-2.574707937058622,3,Life Sciences,1,52,3,Female,42,4,2,Sales Executive,1,Married,-1.5571309979776846,3193,-1.2578698514049882,Y,No,-0.4766838840955488,3,1,80,2,-1.1187656458199815,-0.49085697927997995,3,-2.1012672399894106,-1.3054456718042096,-4.523082820471526,-1.2615279740205976
40,35,No,Travel_Rarely,464,Research & Development,-1.7604239668547188,2,Other,1,53,3,Male,75,3,1,Laboratory Technician,4,Divorced,-3.0770718037998694,10910,-1.706710772284081,Y,No,-1.6659731494614012,3,3,80,1,-2.081668746795951,-0.49085697927997995,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
41,27,No,Travel_Rarely,1240,Research & Development,-2.2321870268515034,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,-2.798456074284335,19715,-1.706710772284081,Y,No,-1.381389259093061,3,4,80,1,-2.081668746795951,-1.1102230246251565e-16,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
42,26,Yes,Travel_Rarely,1357,Research & Development,-0.13852764967998996,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,-2.830223499385088,10558,-1.706710772284081,Y,No,-1.6659731494614012,3,3,80,0,-2.081668746795951,-0.6811435281874978,2,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-1.7068831843620031
43,27,No,Travel_Frequently,994,Sales,-1.1863189496336963,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,-0.9113939323381975,2975,-1.706710772284081,Y,No,-0.9830075699160551,3,4,80,0,-1.1898303263181125,-1.1605451395565365,3,-1.509442698361367,-0.6725281492553229,-4.523082820471526,-0.7251836469477903
44,30,No,Travel_Frequently,721,Research & Development,-2.574707937058622,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,-1.9811627475178764,10781,-1.706710772284081,Y,No,-0.13676606833775615,4,4,80,0,-0.9902093781930152,-0.6811435281874978,3,-1.2054308138908534,-0.6725281492553229,-2.333432968410941,-0.7251836469477903
45,41,Yes,Travel_Rarely,1360,Research & Development,-0.8211430529053937,3,Technical Degree,1,58,2,Female,49,3,5,Research Director,3,Married,-0.021857875480189935,16280,-1.706710772284081,Y,No,-1.6659731494614012,3,4,80,0,-0.4811244269103813,-1.1605451395565365,3,-0.5732975976008746,-0.1613678357288172,0.0,-0.6260122318518045
46,34,No,Non-Travel,1065,Sales,-0.21645655159686278,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,-1.7903161272609829,10034,-2.505117278969571,Y,No,-0.38102617101547404,4,3,80,0,-1.1187656458199815,-0.6811435281874978,3,-1.509442698361367,-1.0030072306262174,-0.6973101853173806,-0.7251836469477903
47,37,No,Travel_Rarely,408,Research & Development,-0.39501806694940095,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,-2.407415450559729,10227,-0.7107905014619298,Y,No,-0.2932804246121984,4,1,80,0,-1.2663434762031252,-0.896207883299613,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
48,46,No,Travel_Frequently,1211,Sales,-1.58472488351766,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,-1.4576783133552498,20445,-0.7107905014619298,Y,Yes,-0.2932804246121984,4,3,80,0,-0.8763124115492182,-0.3165647703009739,3,-1.509442698361367,-0.8804903251454862,-7.396026717919092,-0.6260122318518045
49,35,No,Travel_Rarely,1229,Research & Development,-1.1863189496336963,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,-2.8463523419263614,4892,-1.706710772284081,Y,No,-0.4766838840955488,3,4,80,0,-2.081668746795951,-0.6811435281874978,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-1.7068831843620031
50,48,Yes,Travel_Rarely,626,Research & Development,-2.574707937058622,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,-1.5558207167989422,19294,0.0,Y,Yes,-1.381389259093061,3,4,80,0,-0.4811244269103813,-0.6811435281874978,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
51,28,Yes,Travel_Rarely,1434,Research & Development,-1.58472488351766,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,-2.2104447013894504,11179,-1.706710772284081,Y,Yes,-1.381389259093061,3,3,80,0,-1.9158103359449046,-0.49085697927997995,2,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
52,44,No,Travel_Rarely,1488,Sales,-2.574707937058622,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,-1.5368558207019853,4009,-0.520365761435567,Y,Yes,-0.2932804246121984,4,3,80,1,-1.1898303263181125,-0.6811435281874978,2,-2.3058198217676353,-1.3054456718042096,-4.523082820471526,-1.2615279740205976
53,35,No,Non-Travel,1097,Research & Development,-0.9006746069620039,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,-0.7583230716177943,8302,-1.2578698514049882,Y,Yes,-1.381389259093061,3,3,80,1,-1.1187656458199815,-0.49085697927997995,3,-2.3058198217676353,-2.0852719998620386,-3.148094393277722,-1.2615279740205976
54,26,No,Travel_Rarely,1443,Sales,-0.21645655159686278,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,-1.928318572369234,21436,-0.22495137803873436,Y,Yes,-0.4766838840955488,3,3,80,1,-1.5390174858187393,-0.6811435281874978,2,-2.8367967457716725,-1.5011592717390545,-7.396026717919092,-2.049313006197339
55,33,No,Travel_Frequently,515,Research & Development,-2.574707937058622,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,-0.40372256586830374,15146,-1.706710772284081,Y,Yes,-1.6659731494614012,3,3,80,0,-0.823882352953337,-0.896207883299613,3,-0.9694639074020248,-0.2209773189771638,-0.6973101853173806,-0.3026545125038727
56,35,No,Travel_Frequently,853,Sales,-0.4454881890456052,5,Life Sciences,1,74,2,Male,71,3,3,Sales Executive,1,Married,-0.8634330946565928,11031,-1.706710772284081,Y,No,-0.2121863285699773,4,4,80,1,-1.1898303263181125,-0.49085697927997995,2,-1.509442698361367,-0.6725281492553229,-4.523082820471526,-0.6260122318518045
57,35,No,Travel_Rarely,1142,Research & Development,-0.21645655159686278,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,-1.9800549777649952,16002,-0.9472900231189948,Y,Yes,-0.9830075699160551,3,3,80,1,-1.649471992409423,-0.49085697927997995,3,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
58,31,No,Travel_Rarely,655,Research & Development,-1.3028078265617211,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,-1.4237813910853756,9528,-0.9472900231189948,Y,No,-0.2121863285699773,4,4,80,1,-1.1187656458199815,-0.49085697927997995,2,-1.7696470301171907,-0.771227074961725,-4.523082820471526,-0.7251836469477903
59,37,No,Travel_Rarely,1115,Research & Development,-2.574707937058622,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,-1.4057109449204446,2689,-1.706710772284081,Y,No,-0.5819182796238335,3,3,80,1,-1.3492148286334933,-0.6811435281874978,4,-1.7696470301171907,-1.0030072306262174,-7.396026717919092,-0.7251836469477903
60,32,No,Travel_Rarely,427,Research & Development,-2.574707937058622,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,-1.3675277529787395,10877,-1.706710772284081,Y,Yes,-0.2121863285699773,4,2,80,1,-1.1898303263181125,-0.49085697927997995,3,-1.509442698361367,-0.6725281492553229,-0.8815594121858318,-0.6260122318518045
61,38,No,Travel_Frequently,653,Research & Development,2.2204460492503128e-16,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,-2.756446271866691,5456,-1.706710772284081,Y,No,-2.078053630500555,3,4,80,0,-1.1187656458199815,-0.6811435281874978,3,-1.3985100351935054,-1.3054456718042096,-0.545604903230631,-0.5354585193460765
62,50,No,Travel_Rarely,989,Research & Development,-1.3028078265617211,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,-0.06237908233410012,16701,-0.520365761435567,Y,Yes,-1.6659731494614012,3,4,80,1,-0.2840229521860757,-0.6811435281874978,2,-0.36951866957105717,-1.3054456718042096,-0.13523231015132633,-0.6260122318518045
63,59,No,Travel_Rarely,1435,Sales,-0.13852764967998996,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,-1.0812851156927432,2354,-0.22495137803873436,Y,No,-2.078053630500555,3,4,80,0,-0.3143049294111033,-0.49085697927997995,2,-0.6204911487865592,-0.1048759174362852,-0.8815594121858318,-0.5354585193460765
64,36,No,Travel_Rarely,1223,Research & Development,-1.1863189496336963,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,-0.7328169473398393,8202,-1.706710772284081,Y,No,-1.381389259093061,3,2,80,3,-0.7266006547279215,-0.6811435281874978,3,-0.8383229083491045,-0.2209773189771638,-0.21666124466201878,-0.6260122318518045
65,55,No,Travel_Rarely,836,Research & Development,-1.1863189496336963,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,-0.304766150813044,19730,-1.2578698514049882,Y,Yes,-1.1621487245586226,3,3,80,3,-0.5564687924562522,-0.6811435281874978,3,-2.1012672399894106,-2.0852719998620386,-7.396026717919092,-1.4582263193645346
66,36,No,Travel_Frequently,1195,Research & Development,-0.9006746069620039,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,-1.2950969623573267,22656,-1.706710772284081,Y,No,-1.381389259093061,3,3,80,0,-1.4396033284659837,-0.49085697927997995,3,-1.9245244346273156,-1.0030072306262174,-7.396026717919092,-1.2615279740205976
67,45,No,Travel_Rarely,1339,Research & Development,-1.3028078265617211,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,-0.7780499259452891,18787,-1.2578698514049882,Y,No,-0.6989947210579887,3,3,80,1,-0.4110402962705398,-0.6811435281874978,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
68,35,No,Travel_Frequently,664,Research & Development,-2.574707937058622,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,-2.897846449366397,5868,-0.7107905014619298,Y,No,-1.381389259093061,3,4,80,1,-1.5390174858187393,-0.6811435281874978,2,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
69,36,Yes,Travel_Rarely,318,Research & Development,-1.0818179820670435,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,-2.233878728597807,21777,-2.505117278969571,Y,Yes,-0.6989947210579887,3,1,80,1,-1.9158103359449046,-1.1605451395565365,2,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
70,59,No,Travel_Frequently,1225,Sales,-2.574707937058622,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,-1.5319698577189058,24668,-0.22495137803873436,Y,No,-2.078053630500555,3,4,80,0,-0.5963736951426188,-0.6811435281874978,2,-2.3058198217676353,-1.3054456718042096,-4.523082820471526,-1.2615279740205976
71,29,No,Travel_Rarely,1328,Research & Development,-2.2321870268515034,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,-2.5779412059168245,4956,-2.505117278969571,Y,No,-0.13676606833775615,4,4,80,1,-1.4396033284659837,-0.49085697927997995,3,-2.1012672399894106,-1.1426723700634178,-7.396026717919092,-1.0981030977662376
72,31,No,Travel_Rarely,1082,Research & Development,-2.574707937058622,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,-2.6970355739306813,18775,-1.706710772284081,Y,No,-0.6989947210579887,3,2,80,0,-2.081668746795951,-0.3165647703009739,3,-3.1964293344001136,-1.747899293714342,-4.523082820471526,-2.049313006197339
73,32,No,Travel_Rarely,548,Research & Development,-2.574707937058622,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,-1.3547187944500871,7346,-1.706710772284081,Y,No,-0.6989947210579887,3,2,80,2,-1.1187656458199815,-0.49085697927997995,3,-1.3985100351935054,-1.1426723700634178,-7.396026717919092,-0.5354585193460765
74,36,No,Travel_Rarely,132,Research & Development,-1.4342261796626594,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,-2.399367848465577,22002,-0.9472900231189948,Y,No,-1.6659731494614012,3,2,80,0,-1.5390174858187393,-0.49085697927997995,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
75,31,No,Travel_Rarely,746,Research & Development,-1.1863189496336963,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,-1.8369713760450852,20682,-1.706710772284081,Y,No,-0.13676606833775615,4,4,80,0,-1.0524221819464668,-0.6811435281874978,3,-1.2976684614558884,-0.771227074961725,-4.523082820471526,-0.6260122318518045
76,35,No,Travel_Rarely,776,Sales,-2.574707937058622,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,-1.8744940303559046,23016,-2.505117278969571,Y,No,-1.1621487245586226,3,2,80,0,-0.774061201703095,-0.6811435281874978,3,-0.9694639074020248,-0.28408833147583756,-3.148094393277722,-0.6260122318518045
